id	Protein_Name	Accession_Number	Identified_Peptide_Count	Protein_Group_Score	Description	Gene_name	Uniprot_ID
492	tr|A0A1D5PKT1|A0A1D5PKT1_CHICK Multiple EGF like domains 10 OS=Gallus gallus (Chicken) OX=9031 GN=MEGF10 PE=4 SV=1	tr|A0A1D5PKT1|A0A1D5PKT1_CHICK	3	0.9998079229990253	Multiple EGF like domains 10	MEGF10	A0A1D5PKT1
493	tr|M1XJF4|M1XJF4_CHICK MRC1L-D OS=Gallus gallus (Chicken) OX=9031 GN=MRC1L-D PE=2 SV=1	tr|M1XJF4|M1XJF4_CHICK	3	0.9998075869953027	MRC1L-D	MRC1L-D	M1XJF4
494	tr|F1P1I0|F1P1I0_CHICK Insulin-like growth factor-binding protein 2 OS=Gallus gallus (Chicken) OX=9031 GN=IGFBP2 PE=4 SV=3	tr|F1P1I0|F1P1I0_CHICK	5	0.999803245998919	Insulin-like growth factor-binding protein 2	IGFBP2	F1P1I0
495	sp|P08267|FRIH_CHICK Ferritin heavy chain OS=Gallus gallus (Chicken) OX=9031 GN=FTH PE=2 SV=2	sp|P08267|FRIH_CHICK	2	0.9998008219990879	Ferritin heavy chain	FTH	P08267
496	Group of sp|P87498|VIT1_CHICK Vitellogenin-1 OS=Gallus gallus (Chicken) OX=9031 GN=VTG1 PE=1 SV=1	sp|P87498|VIT1_CHICK (+1)	1	0.9997986819944344	Vitellogenin-1	VTG1	P87498
497	tr|F6QGI8|F6QGI8_CHICK FBPase domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FBP1 PE=3 SV=3	tr|F6QGI8|F6QGI8_CHICK	2	0.9997971190023236	FBPase domain-containing protein	FBP1	F6QGI8
498	tr|E1BWY9|E1BWY9_CHICK ZP domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=OIT3 PE=4 SV=2	tr|E1BWY9|E1BWY9_CHICK	7	0.9997967469971627	ZP domain-containing protein	OIT3	E1BWY9
499	tr|A0A3Q2U7Z8|A0A3Q2U7Z8_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=CDH8 PE=4 SV=1	tr|A0A3Q2U7Z8|A0A3Q2U7Z8_CHICK	1	0.9997891709936084	Uncharacterized protein	CDH8	A0A3Q2U7Z8
500	tr|A0A1D5PW25|A0A1D5PW25_CHICK L-type lectin-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LMAN2 PE=4 SV=1	tr|A0A1D5PW25|A0A1D5PW25_CHICK	2	0.9997871530067641	L-type lectin-like domain-containing protein	LMAN2	A0A1D5PW25
501	Group of sp|O57604|PODXL_CHICK Podocalyxin OS=Gallus gallus (Chicken) OX=9031 GN=PODXL PE=1 SV=1	sp|O57604|PODXL_CHICK (+1)	2	0.9997864210017724	Podocalyxin	PODXL	O57604
502	sp|P30374|RSFR_CHICK Ribonuclease homolog OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000027165 PE=2 SV=1	sp|P30374|RSFR_CHICK	1	0.9997786110034212	Ribonuclease homolog	ENSGALG00000027165	P30374
503	tr|A0A1D5P053|A0A1D5P053_CHICK SEC7 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ARFGEF3 PE=4 SV=1	tr|A0A1D5P053|A0A1D5P053_CHICK	1	0.9997734030039283	SEC7 domain-containing protein	ARFGEF3	A0A1D5P053
504	tr|A0A1D5PV36|A0A1D5PV36_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=TTC38 PE=4 SV=2	tr|A0A1D5PV36|A0A1D5PV36_CHICK	1	0.9997651080047945	Uncharacterized protein	TTC38	A0A1D5PV36
505	tr|E1C5F2|E1C5F2_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=RNASET2 PE=3 SV=1	tr|E1C5F2|E1C5F2_CHICK	1	0.9997609989950433	Uncharacterized protein	RNASET2	E1C5F2
506	tr|A0A1D5PC23|A0A1D5PC23_CHICK Transaldolase OS=Gallus gallus (Chicken) OX=9031 GN=TALDO1 PE=3 SV=1	tr|A0A1D5PC23|A0A1D5PC23_CHICK	3	0.9997601829963969	Transaldolase	TALDO1	A0A1D5PC23
507	sp|P00356|G3P_CHICK Glyceraldehyde-3-phosphate dehydrogenase OS=Gallus gallus (Chicken) OX=9031 GN=GAPDH PE=2 SV=3	sp|P00356|G3P_CHICK	3	0.99976017800509	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P00356
508	tr|A0A1D5PTU3|A0A1D5PTU3_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=TNFRSF1B PE=4 SV=2	tr|A0A1D5PTU3|A0A1D5PTU3_CHICK	1	0.9997587050020229	Uncharacterized protein	TNFRSF1B	A0A1D5PTU3
509	tr|F1P5A6|F1P5A6_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FGL1L PE=4 SV=5	tr|F1P5A6|F1P5A6_CHICK	2	0.9997581630013883	Fibrinogen C-terminal domain-containing protein	FGL1L	F1P5A6
510	tr|A0A1D5NYF3|A0A1D5NYF3_CHICK FABP domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FABP4 PE=3 SV=1	tr|A0A1D5NYF3|A0A1D5NYF3_CHICK	2	0.999758051999379	FABP domain-containing protein	FABP4	A0A1D5NYF3
511	tr|A0A1D5PYQ9|A0A1D5PYQ9_CHICK VWFA domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=COL22A1 PE=4 SV=2	tr|A0A1D5PYQ9|A0A1D5PYQ9_CHICK	5	0.9997579280025093	VWFA domain-containing protein	COL22A1	A0A1D5PYQ9
512	tr|F1N9C4|F1N9C4_CHICK Acid sphingomyelinase-like phosphodiesterase OS=Gallus gallus (Chicken) OX=9031 GN=SMPDL3B PE=3 SV=2	tr|F1N9C4|F1N9C4_CHICK	2	0.9997470790112857	Acid sphingomyelinase-like phosphodiesterase	SMPDL3B	F1N9C4
513	Group of sp|P80566|SODC_CHICK Superoxide dismutase [Cu-Zn] OS=Gallus gallus (Chicken) OX=9031 GN=SOD1 PE=1 SV=3	sp|P80566|SODC_CHICK (+1)	2	0.9997470150119625	Superoxide dismutase [Cu-Zn]	SOD1	P80566
514	tr|A0A3Q2UIM7|A0A3Q2UIM7_CHICK Alpha-mannosidase OS=Gallus gallus (Chicken) OX=9031 GN=MAN2A1 PE=3 SV=1	tr|A0A3Q2UIM7|A0A3Q2UIM7_CHICK	5	0.9997467439970933	Alpha-mannosidase	MAN2A1	A0A3Q2UIM7
515	Group of sp|P18359|DEST_CHICK Destrin OS=Gallus gallus (Chicken) OX=9031 GN=DSTN PE=1 SV=3	sp|P18359|DEST_CHICK (+1)	2	0.9997439029975794	Destrin	DSTN	P18359
516	tr|A0A3Q2TW45|A0A3Q2TW45_CHICK Sema domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=PLXNB3 PE=4 SV=1	tr|A0A3Q2TW45|A0A3Q2TW45_CHICK	3	0.9997388900083024	Sema domain-containing protein	PLXNB3	A0A3Q2TW45
517	tr|A0A1D5PLR9|A0A1D5PLR9_CHICK Protein tyrosine phosphatase receptor type K OS=Gallus gallus (Chicken) OX=9031 GN=PTPRK PE=4 SV=2	tr|A0A1D5PLR9|A0A1D5PLR9_CHICK	2	0.9997386590112001	Protein tyrosine phosphatase receptor type K	PTPRK	A0A1D5PLR9
518	Group of sp|P23498|OSTP_CHICK Osteopontin OS=Gallus gallus (Chicken) OX=9031 GN=SPP1 PE=2 SV=3	sp|P23498|OSTP_CHICK (+1)	2	0.9997350740013644	Osteopontin	SPP1	P23498
519	tr|A0A3Q2UA15|A0A3Q2UA15_CHICK PRKCSH_1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=GNPTG PE=4 SV=1	tr|A0A3Q2UA15|A0A3Q2UA15_CHICK	1	0.9997191090078559	PRKCSH_1 domain-containing protein	GNPTG	A0A3Q2UA15
520	tr|A0A1L1RPH8|A0A1L1RPH8_CHICK Reelin domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000046652 PE=4 SV=2	tr|A0A1L1RPH8|A0A1L1RPH8_CHICK	4	0.9997116070007905	Reelin domain-containing protein	ENSGALG00000046652	A0A1L1RPH8
521	tr|A0A1D5PU53|A0A1D5PU53_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=CD55 PE=4 SV=1	tr|A0A1D5PU53|A0A1D5PU53_CHICK	2	0.9997096610022709	Uncharacterized protein	CD55	A0A1D5PU53
522	tr|F1P3P3|F1P3P3_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ARHGDIA PE=4 SV=1	tr|F1P3P3|F1P3P3_CHICK	1	0.9997093089914415	Uncharacterized protein	ARHGDIA	F1P3P3
523	tr|E1BY61|E1BY61_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FGL1 PE=4 SV=3	tr|E1BY61|E1BY61_CHICK	2	0.9997092729900032	Fibrinogen C-terminal domain-containing protein	FGL1	E1BY61
524	tr|A0A1D5PX53|A0A1D5PX53_CHICK Protein tyrosine phosphatase receptor type F OS=Gallus gallus (Chicken) OX=9031 GN=PTPRF PE=4 SV=2	tr|A0A1D5PX53|A0A1D5PX53_CHICK	5	0.9997066950018052	Protein tyrosine phosphatase receptor type F	PTPRF	A0A1D5PX53
525	tr|A0A1D5P7X1|A0A1D5P7X1_CHICK Fibronectin type-II domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=IGF2R PE=4 SV=1	tr|A0A1D5P7X1|A0A1D5P7X1_CHICK	8	0.9997039560112171	Fibronectin type-II domain-containing protein	IGF2R	A0A1D5P7X1
526	tr|A0A1D5PU41|A0A1D5PU41_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=F7 PE=3 SV=2	tr|A0A1D5PU41|A0A1D5PU41_CHICK	5	0.9997006139892619	Uncharacterized protein	F7	A0A1D5PU41
527	tr|A0A3Q3AS41|A0A3Q3AS41_CHICK IGFBP N-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=IGFBP4 PE=4 SV=1	tr|A0A3Q3AS41|A0A3Q3AS41_CHICK	1	0.9996989209903404	IGFBP N-terminal domain-containing protein	IGFBP4	A0A3Q3AS41
528	tr|Q5F3W4|Q5F3W4_CHICK Carboxypeptidase OS=Gallus gallus (Chicken) OX=9031 GN=SCPEP1 PE=2 SV=1	tr|Q5F3W4|Q5F3W4_CHICK	2	0.9996988800121471	Carboxypeptidase	SCPEP1	Q5F3W4
529	Group of sp|P21265|PUR8_CHICK Adenylosuccinate lyase OS=Gallus gallus (Chicken) OX=9031 GN=ADSL PE=2 SV=2	sp|P21265|PUR8_CHICK (+1)	4	0.9996965859900229	Adenylosuccinate lyase	ADSL	P21265
530	tr|E1C486|E1C486_CHICK PSI domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=PLXDC2 PE=4 SV=2	tr|E1C486|E1C486_CHICK	3	0.9996962010045536	PSI domain-containing protein	PLXDC2	E1C486
531	tr|F1NQN1|F1NQN1_CHICK Peptidylglycine alpha-amidating monooxygenase OS=Gallus gallus (Chicken) OX=9031 GN=PAM PE=4 SV=4	tr|F1NQN1|F1NQN1_CHICK	2	0.9996941270073876	Peptidylglycine alpha-amidating monooxygenase	PAM	F1NQN1
532	tr|A0A1D5PGB0|A0A1D5PGB0_CHICK TGF_BETA_2 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=AMH PE=3 SV=1	tr|A0A1D5PGB0|A0A1D5PGB0_CHICK	4	0.9996858049998991	TGF_BETA_2 domain-containing protein	AMH	A0A1D5PGB0
533	tr|Q5F3C9|Q5F3C9_CHICK SH3 domain-binding glutamic acid-rich-like protein OS=Gallus gallus (Chicken) OX=9031 GN=SH3BGRL PE=2 SV=1	tr|Q5F3C9|Q5F3C9_CHICK	1	0.9996842470136471	SH3 domain-binding glutamic acid-rich-like protein	SH3BGRL	Q5F3C9
534	sp|P00789|CANX_CHICK Calpain-1 catalytic subunit OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000010186 PE=1 SV=2	sp|P00789|CANX_CHICK	6	0.999679995002225	Calpain-1 catalytic subunit	ENSGALG00000010186	P00789
535	tr|A0A3Q2UB37|A0A3Q2UB37_CHICK Malic enzyme OS=Gallus gallus (Chicken) OX=9031 GN=ME1 PE=3 SV=1	tr|A0A3Q2UB37|A0A3Q2UB37_CHICK	1	0.9996783829992637	Malic enzyme	ME1	A0A3Q2UB37
536	tr|A0A1D5PMF8|A0A1D5PMF8_CHICK Sema domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=SEMA6D PE=3 SV=2	tr|A0A1D5PMF8|A0A1D5PMF8_CHICK	1	0.9996719699993264	Sema domain-containing protein	SEMA6D	A0A1D5PMF8
537	tr|R4GFV0|R4GFV0_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=MADCAM1 PE=4 SV=4	tr|R4GFV0|R4GFV0_CHICK	2	0.9996686039958149	Uncharacterized protein	MADCAM1	R4GFV0
538	tr|A0A0K0PUH6|A0A0K0PUH6_CHICK Chemerin OS=Gallus gallus (Chicken) OX=9031 GN=RARRES2 PE=2 SV=1	tr|A0A0K0PUH6|A0A0K0PUH6_CHICK	3	0.999659144988982	Chemerin	RARRES2	A0A0K0PUH6
539	tr|F1P0A7|F1P0A7_CHICK BPTI/Kunitz inhibitor domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=APLP2 PE=4 SV=3	tr|F1P0A7|F1P0A7_CHICK	2	0.9996576629928313	BPTI/Kunitz inhibitor domain-containing protein	APLP2	F1P0A7
540	tr|F1NU17|F1NU17_CHICK Phosphoglycerate kinase OS=Gallus gallus (Chicken) OX=9031 GN=PGK2 PE=3 SV=1	tr|F1NU17|F1NU17_CHICK	2	0.9996528580086306	Phosphoglycerate kinase	PGK2	F1NU17
541	tr|A0A1D5P0U5|A0A1D5P0U5_CHICK Calreticulin OS=Gallus gallus (Chicken) OX=9031 GN=CALR PE=3 SV=3	tr|A0A1D5P0U5|A0A1D5P0U5_CHICK	1	0.9996496950043365	Calreticulin	CALR	A0A1D5P0U5
542	tr|A0A1D5NYG3|A0A1D5NYG3_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=FLNB PE=4 SV=1	tr|A0A1D5NYG3|A0A1D5NYG3_CHICK	1	0.9996473820065148	Uncharacterized protein	FLNB	A0A1D5NYG3
543	tr|F1NFY2|F1NFY2_CHICK Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Gallus gallus (Chicken) OX=9031 GN=GPD1L2 PE=3 SV=3	tr|F1NFY2|F1NFY2_CHICK	1	0.9996438760135788	Glycerol-3-phosphate dehydrogenase [NAD(+)]	GPD1L2	F1NFY2
544	tr|A0A3Q3ABB9|A0A3Q3ABB9_CHICK Adhesion G protein-coupled receptor L4 OS=Gallus gallus (Chicken) OX=9031 GN=ADGRL4 PE=3 SV=1	tr|A0A3Q3ABB9|A0A3Q3ABB9_CHICK	2	0.9996370779990684	Adhesion G protein-coupled receptor L4	ADGRL4	A0A3Q3ABB9
545	tr|A0A1D5NV17|A0A1D5NV17_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ACTBL2 PE=3 SV=1	tr|A0A1D5NV17|A0A1D5NV17_CHICK	9	0.9996321100043133	Uncharacterized protein	ACTBL2	A0A1D5NV17
546	sp|Q5F3T9|UGDH_CHICK UDP-glucose 6-dehydrogenase OS=Gallus gallus (Chicken) OX=9031 GN=UGDH PE=2 SV=1	sp|Q5F3T9|UGDH_CHICK	7	0.9996297979960218	UDP-glucose 6-dehydrogenase	UGDH	Q5F3T9
547	tr|A0A3Q2U6P1|A0A3Q2U6P1_CHICK Peptidase S1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CELA2A PE=3 SV=1	tr|A0A3Q2U6P1|A0A3Q2U6P1_CHICK	2	0.9996190780075267	Peptidase S1 domain-containing protein	CELA2A	A0A3Q2U6P1
548	sp|P02588|TNNC2_CHICK Troponin C, skeletal muscle OS=Gallus gallus (Chicken) OX=9031 GN=TNNC2 PE=1 SV=3	sp|P02588|TNNC2_CHICK	2	0.9996182619943283	Troponin C, skeletal muscle	TNNC2	P02588
549	sp|P28318|M126_CHICK Protein MRP-126 OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000024272 PE=2 SV=1	sp|P28318|M126_CHICK	2	0.9996143660100643	Protein MRP-126	ENSGALG00000024272	P28318
550	tr|A0A1L1RJJ0|A0A1L1RJJ0_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=TIMD4 PE=4 SV=2	tr|A0A1L1RJJ0|A0A1L1RJJ0_CHICK	5	0.9996047219901811	Uncharacterized protein	TIMD4	A0A1L1RJJ0
551	tr|E1BTI7|E1BTI7_CHICK SMB domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=TINAG PE=3 SV=1	tr|E1BTI7|E1BTI7_CHICK	4	0.9995984609995503	SMB domain-containing protein	TINAG	E1BTI7
552	tr|R9PXN6|R9PXN6_CHICK Cochlin OS=Gallus gallus (Chicken) OX=9031 GN=COCH PE=4 SV=3	tr|R9PXN6|R9PXN6_CHICK	2	0.9995953050092794	Cochlin	COCH	R9PXN6
553	tr|F1NI83|F1NI83_CHICK Protocadherin 12 OS=Gallus gallus (Chicken) OX=9031 GN=PCDH12 PE=4 SV=3	tr|F1NI83|F1NI83_CHICK	3	0.9995856570021715	Protocadherin 12	PCDH12	F1NI83
554	tr|E1C532|E1C532_CHICK ILEI domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=POMGNT1 PE=4 SV=2	tr|E1C532|E1C532_CHICK	5	0.999584548000712	ILEI domain-containing protein	POMGNT1	E1C532
555	Group of sp|F1NWE3|PTPRS_CHICK Receptor-type tyrosine-protein phosphatase S OS=Gallus gallus (Chicken) OX=9031 GN=PTPRS PE=1 SV=3	sp|F1NWE3|PTPRS_CHICK (+1)	1	0.999582032993203	Receptor-type tyrosine-protein phosphatase S	PTPRS	F1NWE3
556	tr|A0A1D5PY51|A0A1D5PY51_CHICK Nectin cell adhesion molecule 1 OS=Gallus gallus (Chicken) OX=9031 GN=NECTIN1 PE=4 SV=3	tr|A0A1D5PY51|A0A1D5PY51_CHICK	1	0.9995815379952546	Nectin cell adhesion molecule 1	NECTIN1	A0A1D5PY51
557	tr|A0A1D5PKP8|A0A1D5PKP8_CHICK Fibronectin type-III domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=IL2RG PE=4 SV=2	tr|A0A1D5PKP8|A0A1D5PKP8_CHICK	3	0.9995782299956772	Fibronectin type-III domain-containing protein	IL2RG	A0A1D5PKP8
558	tr|A0A1D5PMQ5|A0A1D5PMQ5_CHICK IF rod domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC420039 PE=3 SV=3	tr|A0A1D5PMQ5|A0A1D5PMQ5_CHICK	2	0.9995721619925462	IF rod domain-containing protein	LOC420039	A0A1D5PMQ5
559	Group of sp|P08284|H101_CHICK Histone H1.01 OS=Gallus gallus (Chicken) OX=9031 GN=- PE=1 SV=2	sp|P08284|H101_CHICK (+8)	1	0.99956031300826	Histone H1.01	-	P08284
560	tr|F1NW93|F1NW93_CHICK Galactosidase beta 1 like OS=Gallus gallus (Chicken) OX=9031 GN=GLB1L PE=3 SV=3	tr|F1NW93|F1NW93_CHICK	1	0.9995529690058902	Galactosidase beta 1 like	GLB1L	F1NW93
561	tr|R4GIC2|R4GIC2_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=GUCA2B PE=4 SV=1	tr|R4GIC2|R4GIC2_CHICK	2	0.9995493100141175	Uncharacterized protein	GUCA2B	R4GIC2
562	tr|A0A3Q3ANN2|A0A3Q3ANN2_CHICK Neutral ceramidase OS=Gallus gallus (Chicken) OX=9031 GN=ASAH2 PE=3 SV=1	tr|A0A3Q3ANN2|A0A3Q3ANN2_CHICK	1	0.9995445300010033	Neutral ceramidase	ASAH2	A0A3Q3ANN2
563	Group of sp|Q90705|EF2_CHICK Elongation factor 2 OS=Gallus gallus (Chicken) OX=9031 GN=EEF2 PE=1 SV=3	sp|Q90705|EF2_CHICK (+1)	3	0.9995383899949957	Elongation factor 2	EEF2	Q90705
564	tr|F1NT57|F1NT57_CHICK Aldo_ket_red domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=AKR1B1 PE=4 SV=2	tr|F1NT57|F1NT57_CHICK	2	0.999537115014391	Aldo_ket_red domain-containing protein	AKR1B1	F1NT57
565	tr|A0A1D5PC45|A0A1D5PC45_CHICK Adhesion G protein-coupled receptor G2 OS=Gallus gallus (Chicken) OX=9031 GN=ADGRG2 PE=3 SV=2	tr|A0A1D5PC45|A0A1D5PC45_CHICK	4	0.9995328439981677	Adhesion G protein-coupled receptor G2	ADGRG2	A0A1D5PC45
566	tr|E1BXC2|E1BXC2_CHICK S-formylglutathione hydrolase OS=Gallus gallus (Chicken) OX=9031 GN=ESD PE=3 SV=3	tr|E1BXC2|E1BXC2_CHICK	1	0.999530463013798	S-formylglutathione hydrolase	ESD	E1BXC2
567	tr|A0A3Q2UDT6|A0A3Q2UDT6_CHICK Aminopeptidase puromycin sensitive OS=Gallus gallus (Chicken) OX=9031 GN=NPEPPS PE=4 SV=1	tr|A0A3Q2UDT6|A0A3Q2UDT6_CHICK	3	0.9995258479902986	Aminopeptidase puromycin sensitive	NPEPPS	A0A3Q2UDT6
568	tr|E1BQ95|E1BQ95_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=CD248 PE=4 SV=2	tr|E1BQ95|E1BQ95_CHICK	2	0.9995183990104124	Uncharacterized protein	CD248	E1BQ95
569	tr|Q5ZMW4|Q5ZMW4_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=OSTM1 PE=2 SV=1	tr|Q5ZMW4|Q5ZMW4_CHICK	2	0.9994952720007859	Uncharacterized protein	OSTM1	Q5ZMW4
570	tr|F1NYT7|F1NYT7_CHICK Prenylcys_lyase domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=PCYOX1 PE=3 SV=3	tr|F1NYT7|F1NYT7_CHICK	2	0.9994886349886656	Prenylcys_lyase domain-containing protein	PCYOX1	F1NYT7
571	tr|A0A1D5PQ92|A0A1D5PQ92_CHICK IF rod domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC112529929 PE=3 SV=2	tr|A0A1D5PQ92|A0A1D5PQ92_CHICK	3	0.9994868300273083	IF rod domain-containing protein	LOC112529929	A0A1D5PQ92
572	tr|F1NN49|F1NN49_CHICK Delta-aminolevulinic acid dehydratase OS=Gallus gallus (Chicken) OX=9031 GN=ALAD PE=3 SV=3	tr|F1NN49|F1NN49_CHICK	3	0.9994804169982672	Delta-aminolevulinic acid dehydratase	ALAD	F1NN49
573	tr|R4GLB3|R4GLB3_CHICK Proteasome subunit beta OS=Gallus gallus (Chicken) OX=9031 GN=PSMB2 PE=3 SV=1	tr|R4GLB3|R4GLB3_CHICK	2	0.9994765730225481	Proteasome subunit beta	PSMB2	R4GLB3
574	tr|F1NPG4|F1NPG4_CHICK Fibronectin type-III domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LRRN4 PE=4 SV=3	tr|F1NPG4|F1NPG4_CHICK	1	0.9994725710130297	Fibronectin type-III domain-containing protein	LRRN4	F1NPG4
575	sp|P27177|PRIO_CHICK Major prion protein homolog OS=Gallus gallus (Chicken) OX=9031 GN=PRNP PE=1 SV=2	sp|P27177|PRIO_CHICK	2	0.9994590349961072	Major prion protein homolog	PRNP	P27177
576	tr|A0A1D5PIN1|A0A1D5PIN1_CHICK Protein-L-isoaspartate O-methyltransferase OS=Gallus gallus (Chicken) OX=9031 GN=PCMT1L PE=3 SV=1	tr|A0A1D5PIN1|A0A1D5PIN1_CHICK	1	0.9994473839760758	Protein-L-isoaspartate O-methyltransferase	PCMT1L	A0A1D5PIN1
577	tr|A0A3Q2U8D8|A0A3Q2U8D8_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ADAM23 PE=4 SV=1	tr|A0A3Q2U8D8|A0A3Q2U8D8_CHICK	2	0.9994438450084999	Uncharacterized protein	ADAM23	A0A3Q2U8D8
578	tr|R4GGF1|R4GGF1_CHICK LRRCT domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LRG1 PE=4 SV=2	tr|R4GGF1|R4GGF1_CHICK	1	0.9994305479922332	LRRCT domain-containing protein	LRG1	R4GGF1
579	tr|A0A3Q2UGB8|A0A3Q2UGB8_CHICK SelP_N domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=SELENOP1 PE=4 SV=1	tr|A0A3Q2UGB8|A0A3Q2UGB8_CHICK	1	0.9994302809936926	SelP_N domain-containing protein	SELENOP1	A0A3Q2UGB8
580	tr|A0A1D5PYB1|A0A1D5PYB1_CHICK Peptidylprolyl isomerase OS=Gallus gallus (Chicken) OX=9031 GN=FKBP9 PE=4 SV=1	tr|A0A1D5PYB1|A0A1D5PYB1_CHICK	3	0.9994298529927619	Peptidylprolyl isomerase	FKBP9	A0A1D5PYB1
581	sp|P13648|LMNA_CHICK Lamin-A OS=Gallus gallus (Chicken) OX=9031 GN=LMNA PE=2 SV=1	sp|P13648|LMNA_CHICK	1	0.9994238369981758	Lamin-A	LMNA	P13648
582	sp|P42292|CD166_CHICK CD166 antigen OS=Gallus gallus (Chicken) OX=9031 GN=ALCAM PE=1 SV=1	sp|P42292|CD166_CHICK	3	0.9994225560221821	CD166 antigen	ALCAM	P42292
583	sp|Q98919|LSAMP_CHICK Limbic system-associated membrane protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000040620 PE=2 SV=1	sp|Q98919|LSAMP_CHICK	1	0.9994127639802173	Limbic system-associated membrane protein	ENSGALG00000040620	Q98919
584	Group of sp|P05094|ACTN1_CHICK Alpha-actinin-1 OS=Gallus gallus (Chicken) OX=9031 GN=ACTN1 PE=1 SV=3	sp|P05094|ACTN1_CHICK (+2)	2	0.99940756597789	Alpha-actinin-1	ACTN1	P05094
585	tr|A0A1D5PUJ8|A0A1D5PUJ8_CHICK PLAC domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ADAMTSL2 PE=4 SV=2	tr|A0A1D5PUJ8|A0A1D5PUJ8_CHICK	1	0.9994051749818027	PLAC domain-containing protein	ADAMTSL2	A0A1D5PUJ8
586	tr|A0A3Q2U4M1|A0A3Q2U4M1_CHICK Branched-chain-amino-acid aminotransferase OS=Gallus gallus (Chicken) OX=9031 GN=BCAT1 PE=3 SV=1	tr|A0A3Q2U4M1|A0A3Q2U4M1_CHICK	2	0.9993925219750963	Branched-chain-amino-acid aminotransferase	BCAT1	A0A3Q2U4M1
587	tr|A0A1D5P6Z3|A0A1D5P6Z3_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=EXT2 PE=3 SV=2	tr|A0A1D5P6Z3|A0A1D5P6Z3_CHICK	3	0.9993907610187307	Uncharacterized protein	EXT2	A0A1D5P6Z3
588	sp|Q8JG64|PDIA3_CHICK Protein disulfide-isomerase A3 OS=Gallus gallus (Chicken) OX=9031 GN=PDIA3 PE=2 SV=1	sp|Q8JG64|PDIA3_CHICK	6	0.9993847649893723	Protein disulfide-isomerase A3	PDIA3	Q8JG64
